DateKey,ProductAlternateKey,UnitCost,MovementType,Units,MovementValue
20070701,FR-T67U-62,101.98,OUT,1,101.98
20070701,FR-T67Y-44,108.05,OUT,25,2701.25
20070701,FR-T67Y-50,102.17,OUT,15,1532.55
20070701,FR-T67Y-58,119.48,OUT,5,597.4
20070701,FR-T67Y-62,114.04,OUT,38,4333.52
20070701,FR-T98U-46,324.06,OUT,12,3888.7200000000003
20070701,FR-T98U-50,288.11,OUT,18,5185.9800000000005
20070701,FR-T98U-54,308.4,OUT,57,17578.8
20070701,FR-T98U-60,335.03,OUT,43,14406.289999999999
20070701,FR-T98Y-46,324.87,OUT,14,4548.18
20070701,FR-T98Y-50,348.9,OUT,16,5582.4
20070701,FR-T98Y-54,321.86,OUT,24,7724.64
20070701,FR-T98Y-60,307.46,OUT,29,8916.34
20070702,BK-M38S-40,268.86,OUT,1,268.86
20070702,BK-M68B-46,676.93,OUT,5,3384.6499999999996
20070702,BK-M68S-46,714.6,OUT,1,714.6
20070702,BK-R19B-44,213.51,OUT,1,213.51
20070702,BK-R19B-52,217.76,OUT,1,217.76
20070702,BK-R64Y-48,415.58,OUT,1,415.58
20070702,BK-R79Y-40,693.63,OUT,1,693.63
20070702,BK-R89B-48,805.5,OUT,1,805.5
20070702,BK-T44U-50,393.24,OUT,1,393.24
20070702,BK-T79U-46,812.28,OUT,1,812.28
20070703,BK-M18B-40,199.46,OUT,1,199.46
20070703,BK-M18S-44,80.99,OUT,1,80.99
20070703,BK-M68B-42,722.59,OUT,3,2167.77
20070703,BK-M68S-38,728.54,OUT,1,728.54
20070703,BK-M68S-42,713.76,OUT,2,1427.52
20070703,BK-M68S-46,711.95,OUT,1,711.95
20070703,BK-R19B-44,213.36,OUT,1,213.36
20070703,BK-R19B-48,189.09,OUT,1,189.09
20070703,BK-R19B-58,255.72,OUT,1,255.72
20070703,BK-R64Y-40,490.68,OUT,1,490.68
20070703,BK-R64Y-48,417.12,OUT,1,417.12
20070703,BK-R89B-44,1006.34,OUT,1,1006.34
20070703,BK-R89R-58,993.57,OUT,2,1987.14
20070703,BK-T18U-54,172.7,OUT,1,172.7
20070703,BK-T44U-46,404.94,OUT,1,404.94
20070703,BK-T44U-60,391.3,OUT,1,391.3
20070703,BK-T79U-60,738.15,OUT,1,738.15
20070704,BK-M68B-38,688.79,OUT,3,2066.37
20070704,BK-M68B-42,725.55,OUT,1,725.55
20070704,BK-M68B-46,676.12,OUT,1,676.12
20070704,BK-M68S-38,725.11,OUT,2,1450.22
20070704,BK-M68S-42,715.47,OUT,1,715.47
20070704,BK-M68S-46,710.24,OUT,1,710.24
20070704,BK-R19B-44,213.57,OUT,1,213.57
20070704,BK-R19B-48,189.98,OUT,1,189.98
20070704,BK-R19B-52,218.22,OUT,1,218.22
20070704,BK-R19B-58,254.49,OUT,1,254.49
20070704,BK-R64Y-44,440.93,OUT,1,440.93
20070704,BK-R79Y-42,517.84,OUT,1,517.84
20070704,BK-R79Y-48,624.99,OUT,1,624.99
20070704,BK-R89B-52,852.84,OUT,2,1705.68
20070704,BK-R89B-58,915.93,OUT,1,915.93
20070704,BK-T18Y-58,170.86,OUT,1,170.86
20070704,BK-T79U-50,681.26,OUT,1,681.26
20070704,BK-T79Y-50,630.9,OUT,2,1261.8
20070705,BK-M18S-42,64.12,OUT,1,64.12
20070705,BK-M68B-42,728.67,OUT,1,728.67
20070705,BK-M68B-46,675.3,OUT,1,675.3
20070705,BK-M68S-38,724.1,OUT,1,724.1
20070705,BK-R64Y-38,423.57,OUT,1,423.57
20070705,BK-R64Y-42,541.13,OUT,2,1082.26
20070705,BK-R89B-44,1004.61,OUT,1,1004.61
20070705,BK-R89B-48,813.82,OUT,1,813.82
20070705,BK-R89B-52,855.06,OUT,2,1710.12
20070705,BK-R89R-58,993.06,OUT,1,993.06
20070705,BK-T44U-50,390.89,OUT,1,390.89
20070705,BK-T79U-46,804.19,OUT,1,804.19
20070705,BK-T79U-54,727.02,OUT,1,727.02
20070706,BK-M38S-40,266.63,OUT,1,266.63
20070706,BK-M68B-38,690.58,OUT,1,690.58
20070706,BK-M68B-42,726.7,OUT,1,726.7
20070706,BK-M68B-46,672.94,OUT,2,1345.88
20070706,BK-T79Y-60,471.34,OUT,1,471.34
20070707,BK-M68B-38,690.16,OUT,3,2070.48
20070707,BK-M68B-42,723.58,OUT,1,723.58
20070707,BK-M68B-46,674.69,OUT,1,674.69
20070707,BK-R19B-44,213.87,OUT,1,213.87
20070707,BK-R64Y-42,541.45,OUT,1,541.45
20070707,BK-R79Y-42,516.39,OUT,1,516.39
20070707,BK-R79Y-44,690.81,OUT,2,1381.62
20070707,BK-R89B-44,1003.1,OUT,1,1003.1
20070707,BK-R89B-48,811.95,OUT,1,811.95
20070707,BK-R89B-52,855.48,OUT,1,855.48
20070707,BK-R89R-58,988.69,OUT,2,1977.38
20070707,BK-T18U-54,172.19,OUT,1,172.19
20070707,BK-T18Y-50,180.64,OUT,1,180.64
20070708,BK-M18S-40,76.47,OUT,1,76.47
20070708,BK-M38S-40,266.02,OUT,1,266.02
20070708,BK-M68B-38,688.23,OUT,1,688.23
20070708,BK-M68B-46,671.65,OUT,1,671.65
20070708,BK-M68S-38,719.76,OUT,2,1439.52
20070708,BK-M68S-42,717.18,OUT,1,717.18
20070708,BK-M68S-46,711.09,OUT,2,1422.18
20070708,BK-R19B-48,189.17,OUT,1,189.17
20070708,BK-R19B-52,218.56,OUT,1,218.56
20070708,BK-R64Y-38,422.85,OUT,1,422.85
20070708,BK-R89B-44,1006.51,OUT,1,1006.51
20070708,BK-T79U-46,802.01,OUT,1,802.01
20070708,BK-T79U-50,678.6,OUT,1,678.6
20070709,BK-M18B-44,205.41,OUT,1,205.41
20070709,BK-M18B-48,171.57,OUT,1,171.57
20070709,BK-M18S-42,64.52,OUT,1,64.52
20070709,BK-M38S-38,318.13,OUT,1,318.13
20070709,BK-M68B-42,723.43,OUT,1,723.43
20070709,BK-M68S-38,719.04,OUT,2,1438.08
20070709,BK-M68S-42,718.33,OUT,2,1436.66
20070709,BK-R19B-44,212.91,OUT,1,212.91
20070709,BK-R19B-48,189.34,OUT,1,189.34
20070709,BK-R19B-52,218.4,OUT,1,218.4
20070709,BK-R64Y-38,422.09,OUT,1,422.09
20070709,BK-R64Y-44,443.13,OUT,1,443.13
20070709,BK-R79Y-40,700.78,OUT,2,1401.56
20070709,BK-R89B-48,811.93,OUT,1,811.93
20070709,BK-T44U-50,390.85,OUT,1,390.85
20070709,BK-T79U-50,681.52,OUT,1,681.52
20070709,BK-T79Y-46,466.03,OUT,1,466.03
20070709,BK-T79Y-60,471.86,OUT,1,471.86
20070710,BK-M68S-38,721.41,OUT,3,2164.23
20070710,BK-R19B-44,212.18,OUT,3,636.54
20070710,BK-R19B-48,188.94,OUT,1,188.94
20070710,BK-R64Y-38,420.52,OUT,1,420.52
20070710,BK-R64Y-42,547.16,OUT,1,547.16
20070710,BK-R89B-44,1004.69,OUT,1,1004.69
20070710,BK-R89B-48,810.31,OUT,1,810.31
20070710,BK-T18Y-58,174.24,OUT,2,348.48
20070710,BK-T44U-50,391.51,OUT,1,391.51
20070710,BK-T79Y-60,470.06,OUT,1,470.06
20070711,BK-M38S-42,315.65,OUT,1,315.65
20070711,BK-M68B-38,692.92,OUT,2,1385.84
20070711,BK-M68B-42,721.47,OUT,3,2164.41
20070711,BK-M68B-46,677.31,OUT,3,2031.9299999999998
20070711,BK-M68S-42,718.1,OUT,1,718.1
20070711,BK-R19B-52,218.69,OUT,1,218.69
20070711,BK-R19B-58,254.89,OUT,1,254.89
20070711,BK-R64Y-38,419.43,OUT,2,838.86
20070711,BK-R64Y-40,495.5,OUT,1,495.5
20070711,BK-R79Y-42,517.99,OUT,1,517.99
20070711,BK-R89B-48,812.17,OUT,2,1624.34
20070711,BK-R89B-52,859.84,OUT,2,1719.68
20070711,BK-R89B-58,910.34,OUT,1,910.34
20070711,BK-T44U-54,371.35,OUT,2,742.7
20070712,BK-M18B-40,200.19,OUT,1,200.19
20070712,BK-M38S-46,294.82,OUT,1,294.82
20070712,BK-M68B-38,695.62,OUT,1,695.62
20070712,BK-M68S-46,713.21,OUT,1,713.21
20070712,BK-R19B-44,212.25,OUT,1,212.25
20070712,BK-R19B-48,189.2,OUT,1,189.2
20070712,BK-R19B-52,218.51,OUT,1,218.51
20070712,BK-R19B-58,255.07,OUT,1,255.07
20070712,BK-R64Y-48,416.22,OUT,1,416.22
20070712,BK-R79Y-42,517.01,OUT,1,517.01
20070712,BK-R79Y-48,613.69,OUT,1,613.69
20070712,BK-R89B-48,812.26,OUT,1,812.26
20070712,BK-R89R-58,980.7,OUT,1,980.7
20070712,BK-T79U-46,797.68,OUT,1,797.68
20070712,BK-T79U-54,720.83,OUT,1,720.83
20070713,BK-M18B-42,157.82,OUT,1,157.82
20070713,BK-M18S-40,76.86,OUT,1,76.86
20070713,BK-M38S-38,317.78,OUT,1,317.78
20070713,BK-M68B-38,698.89,OUT,1,698.89
20070713,BK-M68B-42,722.84,OUT,2,1445.68
20070713,BK-M68B-46,683.01,OUT,1,683.01
20070713,BK-M68S-38,717.81,OUT,1,717.81
20070713,BK-M68S-42,722.99,OUT,2,1445.98
20070713,BK-R19B-58,255.56,OUT,1,255.56
20070713,BK-R64Y-40,495.64,OUT,1,495.64
20070713,BK-R89B-58,907.97,OUT,1,907.97
20070713,BK-R89R-58,983.94,OUT,2,1967.88
20070713,BK-T18U-50,160.52,OUT,1,160.52
20070713,BK-T44U-54,370.23,OUT,1,370.23
20070714,BK-M38S-40,266.19,OUT,1,266.19
20070714,BK-M68B-38,697.35,OUT,1,697.35
20070714,BK-M68S-38,717.59,OUT,1,717.59
20070714,BK-M68S-42,725.66,OUT,1,725.66
20070714,BK-R19B-48,188.09,OUT,1,188.09
20070714,BK-R19B-58,254.89,OUT,2,509.78
20070714,BK-R64Y-48,416.17,OUT,1,416.17
20070714,BK-R89B-44,1011.12,OUT,2,2022.24
20070714,BK-R89B-48,816.56,OUT,1,816.56
20070714,BK-R89B-58,908.88,OUT,1,908.88
20070714,BK-R89R-58,985.71,OUT,1,985.71
20070714,BK-T18U-54,173.9,OUT,1,173.9
20070714,BK-T18U-58,187.81,OUT,1,187.81
20070714,BK-T79U-46,796.24,OUT,1,796.24
20070715,BK-M18B-44,205.36,OUT,1,205.36
20070715,BK-M18B-52,213.81,OUT,1,213.81
20070715,BK-M18S-42,64.25,OUT,1,64.25
20070715,BK-M38S-42,317.61,OUT,1,317.61
20070715,BK-M68B-42,718.51,OUT,1,718.51
20070715,BK-M68B-46,686.5,OUT,3,2059.5
20070715,BK-M68S-38,715.65,OUT,1,715.65
20070715,BK-M68S-42,725.23,OUT,1,725.23
20070715,BK-R19B-44,211.93,OUT,1,211.93
20070715,BK-R19B-52,219.8,OUT,1,219.8
20070715,BK-R19B-58,255.73,OUT,1,255.73
20070715,BK-R64Y-40,496.58,OUT,1,496.58
20070715,BK-R89B-48,818.77,OUT,1,818.77
20070715,BK-R89B-58,910.88,OUT,1,910.88
20070715,BK-R89R-58,984.13,OUT,1,984.13
20070715,BK-T18U-44,188.45,OUT,1,188.45
20070715,BK-T79Y-46,465.64,OUT,1,465.64
20070716,BK-M68B-42,720.45,OUT,2,1440.9
20070716,BK-M68B-46,683.82,OUT,1,683.82
20070716,BK-M68S-38,717.01,OUT,1,717.01
20070716,BK-M68S-46,717.27,OUT,1,717.27
20070716,BK-R19B-44,212.9,OUT,1,212.9
20070716,BK-R19B-48,187.62,OUT,2,375.24
20070716,BK-R64Y-38,417.54,OUT,1,417.54
20070716,BK-R89B-52,865.26,OUT,2,1730.52
20070716,BK-T18U-58,187.75,OUT,1,187.75
20070716,BK-T44U-50,393.04,OUT,1,393.04
20070716,BK-T79U-60,738.78,OUT,1,738.78
20070717,BK-M68B-46,686.69,OUT,1,686.69
20070717,BK-M68S-38,716.87,OUT,3,2150.61
20070717,BK-M68S-46,716.05,OUT,2,1432.1
20070717,BK-R19B-48,187.15,OUT,1,187.15
20070717,BK-R19B-52,219.99,OUT,1,219.99
20070717,BK-R64Y-40,494.5,OUT,1,494.5
20070717,BK-R64Y-42,551.59,OUT,1,551.59
20070717,BK-R79Y-44,691.54,OUT,1,691.54
20070717,BK-R89B-44,1014.05,OUT,1,1014.05
20070717,BK-R89B-52,868.72,OUT,1,868.72
20070717,BK-T44U-54,371.89,OUT,1,371.89
20070717,BK-T44U-60,395.69,OUT,1,395.69
20070717,BK-T79U-50,686.69,OUT,1,686.69
20070718,BK-M68B-38,699.86,OUT,1,699.86
20070718,BK-R64Y-38,418.54,OUT,1,418.54
20070718,BK-R79Y-40,704.33,OUT,2,1408.66
20070718,BK-R79Y-44,690.3,OUT,1,690.3
20070718,BK-R89B-52,872.28,OUT,1,872.28
20070718,BK-R89B-58,911.68,OUT,1,911.68
20070718,BK-T18U-50,161.19,OUT,1,161.19
20070718,BK-T79Y-60,466.31,OUT,1,466.31
20070719,BK-M68B-38,702.31,OUT,1,702.31
20070719,BK-M68B-46,686.97,OUT,1,686.97
20070719,BK-R19B-44,213.66,OUT,1,213.66
20070719,BK-R19B-48,187.9,OUT,2,375.8
20070719,BK-R19B-52,220.08,OUT,1,220.08
20070719,BK-R19B-58,258.17,OUT,1,258.17
20070719,BK-R64Y-44,441.77,OUT,1,441.77
20070719,BK-R79Y-42,521.35,OUT,2,1042.7
20070719,BK-R79Y-48,612.33,OUT,1,612.33
20070719,BK-T44U-60,393.95,OUT,1,393.95
20070719,BK-T79Y-46,469.94,OUT,1,469.94
20070720,BK-M18S-48,76.59,OUT,1,76.59
20070720,BK-M18S-52,62.8,OUT,1,62.8
20070720,BK-M68B-38,700.06,OUT,3,2100.18
20070720,BK-M68B-46,683.81,OUT,1,683.81
20070720,BK-M68S-38,714.5,OUT,2,1429.0
20070720,BK-R19B-44,214.33,OUT,1,214.33
20070720,BK-R19B-52,220.96,OUT,1,220.96
20070720,BK-R64Y-42,555.34,OUT,1,555.34
20070720,BK-R64Y-44,441.24,OUT,1,441.24
20070720,BK-R64Y-48,412.27,OUT,1,412.27
20070720,BK-R79Y-40,698.57,OUT,1,698.57
20070720,BK-R79Y-44,688.85,OUT,1,688.85
20070720,BK-R89B-44,1011.21,OUT,2,2022.42
20070720,BK-R89B-52,868.88,OUT,1,868.88
20070720,BK-R89R-58,981.56,OUT,3,2944.68
20070720,BK-T18U-44,188.42,OUT,1,188.42
20070720,BK-T44U-46,411.6,OUT,1,411.6
20070720,BK-T79U-50,680.12,OUT,1,680.12
20070721,BK-M18B-40,198.07,OUT,1,198.07
20070721,BK-M38S-38,313.01,OUT,1,313.01
20070721,BK-M38S-46,298.31,OUT,1,298.31
20070721,BK-M68B-46,685.31,OUT,1,685.31
20070721,BK-R19B-48,186.51,OUT,1,186.51
20070721,BK-R19B-52,222.02,OUT,1,222.02
20070721,BK-R79Y-40,695.29,OUT,1,695.29
20070721,BK-T18U-44,189.14,OUT,1,189.14
20070721,BK-T79U-54,720.87,OUT,1,720.87
20070722,BK-M18S-40,76.58,OUT,1,76.58
20070722,BK-M38S-46,299.44,OUT,1,299.44
20070722,BK-M68S-38,710.08,OUT,4,2840.32
20070722,BK-R19B-44,214.24,OUT,1,214.24
20070722,BK-R19B-58,258.37,OUT,1,258.37
20070722,BK-R64Y-40,493.5,OUT,1,493.5
20070722,BK-R64Y-48,411.07,OUT,1,411.07
20070722,BK-R79Y-44,687.33,OUT,1,687.33
20070722,BK-R89B-44,1017.08,OUT,2,2034.16
20070722,BK-R89B-52,867.74,OUT,1,867.74
20070722,BK-R89B-58,915.67,OUT,1,915.67
20070722,BK-T18U-58,185.57,OUT,1,185.57
20070722,BK-T79U-50,679.97,OUT,1,679.97
20070723,BK-M68B-46,685.23,OUT,1,685.23
20070723,BK-M68S-38,712.7,OUT,2,1425.4
20070723,BK-R19B-48,186.37,OUT,1,186.37
20070723,BK-R64Y-40,493.15,OUT,1,493.15
20070723,BK-R64Y-42,556.72,OUT,1,556.72
20070723,BK-R64Y-44,440.35,OUT,2,880.7
20070723,BK-R79Y-40,694.44,OUT,2,1388.88
20070723,BK-R89B-48,824.5,OUT,2,1649.0
20070723,BK-R89B-52,867.39,OUT,1,867.39
20070723,BK-R89B-58,917.23,OUT,1,917.23
20070723,BK-T79U-60,740.59,OUT,1,740.59
20070724,BK-M18B-44,203.51,OUT,1,203.51
20070724,BK-M18S-52,62.76,OUT,1,62.76
20070724,BK-M38S-42,315.39,OUT,1,315.39
20070724,BK-M68B-38,704.32,OUT,1,704.32
20070724,BK-M68B-42,714.05,OUT,1,714.05
20070724,BK-M68B-46,682.83,OUT,1,682.83
20070724,BK-M68S-38,715.62,OUT,2,1431.24
20070724,BK-M68S-42,727.37,OUT,2,1454.74
20070724,BK-M68S-46,710.04,OUT,1,710.04
20070724,BK-R19B-44,213.51,OUT,1,213.51
20070724,BK-R19B-48,186.45,OUT,1,186.45
20070724,BK-R19B-52,222.46,OUT,1,222.46
20070724,BK-R19B-58,260.52,OUT,2,521.04
20070724,BK-R64Y-44,442.55,OUT,1,442.55
20070724,BK-R64Y-48,411.36,OUT,1,411.36
20070724,BK-R89B-44,1014.24,OUT,2,2028.48
20070724,BK-R89B-48,826.73,OUT,1,826.73
20070724,BK-R89R-58,974.5,OUT,3,2923.5
20070724,BK-T18U-50,162.4,OUT,1,162.4
20070724,BK-T18Y-62,171.53,OUT,1,171.53
20070724,BK-T44U-60,397.74,OUT,1,397.74
20070724,BK-T79U-60,740.67,OUT,1,740.67
20070725,BK-M68B-38,706.29,OUT,1,706.29
20070725,BK-M68B-42,714.12,OUT,1,714.12
20070725,BK-M68B-46,682.22,OUT,1,682.22
20070725,BK-M68S-42,730.79,OUT,1,730.79
20070725,BK-M68S-46,708.34,OUT,1,708.34
20070725,BK-R19B-44,214.41,OUT,2,428.82
20070725,BK-R19B-48,186.8,OUT,1,186.8
20070725,BK-R19B-52,222.4,OUT,1,222.4
20070725,BK-R19B-58,260.91,OUT,1,260.91
20070725,BK-R64Y-38,416.86,OUT,1,416.86
20070725,BK-R89B-48,825.98,OUT,1,825.98
20070725,BK-R89B-52,869.99,OUT,2,1739.98
20070725,BK-T44U-60,395.87,OUT,1,395.87
20070726,BK-M68B-38,707.28,OUT,3,2121.84
20070726,BK-M68S-38,721.58,OUT,1,721.58
20070726,BK-M68S-42,727.21,OUT,3,2181.63
20070726,BK-M68S-46,707.42,OUT,1,707.42
20070726,BK-R19B-44,215.14,OUT,1,215.14
20070726,BK-R19B-58,260.91,OUT,1,260.91
20070726,BK-R89B-44,1009.88,OUT,1,1009.88
20070726,BK-R89B-48,823.42,OUT,1,823.42
20070726,BK-R89B-52,867.38,OUT,1,867.38
20070726,BK-T44U-54,373.22,OUT,1,373.22
20070726,BK-T44U-60,394.28,OUT,1,394.28
20070726,BK-T79U-54,732.11,OUT,1,732.11
20070726,BK-T79U-60,741.63,OUT,1,741.63
20070726,BK-T79Y-50,626.08,OUT,1,626.08
20070727,BK-M38S-38,311.44,OUT,1,311.44
20070727,BK-M38S-46,302.29,OUT,1,302.29
20070727,BK-M68B-46,680.71,OUT,1,680.71
20070727,BK-M68S-42,730.12,OUT,2,1460.24
20070727,BK-R19B-44,215.35,OUT,1,215.35
20070727,BK-R19B-48,186.76,OUT,1,186.76
20070727,BK-R19B-52,222.24,OUT,1,222.24
20070727,BK-R19B-58,259.76,OUT,1,259.76
20070727,BK-R79Y-40,696.59,OUT,1,696.59
20070727,BK-R79Y-44,688.4,OUT,1,688.4
20070727,BK-R79Y-48,614.95,OUT,1,614.95
20070727,BK-T18U-50,160.75,OUT,2,321.5
20070727,BK-T79Y-54,627.44,OUT,1,627.44
20070728,BK-M18B-42,160.59,OUT,1,160.59
20070728,BK-M18S-44,79.21,OUT,2,158.42
20070728,BK-M38S-46,301.36,OUT,1,301.36
20070728,BK-M68S-42,730.19,OUT,1,730.19
20070728,BK-R19B-58,258.86,OUT,1,258.86
20070728,BK-R64Y-38,419.36,OUT,2,838.72
20070728,BK-R64Y-40,485.26,OUT,1,485.26
20070728,BK-R64Y-42,560.62,OUT,1,560.62
20070728,BK-R79Y-48,614.64,OUT,2,1229.28
20070728,BK-R89B-52,867.54,OUT,1,867.54
20070728,BK-R89R-58,982.29,OUT,1,982.29
20070728,BK-T18U-54,174.19,OUT,1,174.19
20070728,BK-T79Y-54,625.49,OUT,1,625.49
20070729,BK-M18S-48,77.26,OUT,1,77.26
20070729,BK-M38S-40,267.48,OUT,1,267.48
20070729,BK-M38S-46,302.5,OUT,2,605.0
20070729,BK-M68B-38,712.53,OUT,3,2137.59
20070729,BK-M68B-42,715.32,OUT,1,715.32
20070729,BK-M68B-46,680.71,OUT,2,1361.42
20070729,BK-M68S-38,721.93,OUT,1,721.93
20070729,BK-M68S-42,733.48,OUT,1,733.48
20070729,BK-M68S-46,704.45,OUT,1,704.45
20070729,BK-R19B-48,186.88,OUT,1,186.88
20070729,BK-R19B-52,222.55,OUT,1,222.55
20070729,BK-R64Y-42,559.05,OUT,1,559.05
20070729,BK-R79Y-42,516.2,OUT,1,516.2
20070729,BK-R89B-44,1007.95,OUT,2,2015.9
20070729,BK-R89B-52,865.64,OUT,1,865.64
20070729,BK-R89B-58,920.32,OUT,1,920.32
20070729,BK-T18Y-62,171.6,OUT,1,171.6
20070729,BK-T79Y-46,464.68,OUT,1,464.68
20070729,BK-T79Y-50,627.32,OUT,1,627.32
20070729,BK-T79Y-60,473.14,OUT,1,473.14
20070730,BK-M38S-38,312.47,OUT,1,312.47
20070730,BK-M68S-38,723.23,OUT,3,2169.69
20070730,BK-M68S-46,705.08,OUT,1,705.08
20070730,BK-R19B-44,215.39,OUT,1,215.39
20070730,BK-R19B-48,186.84,OUT,1,186.84
20070730,BK-R79Y-44,692.13,OUT,1,692.13
20070730,BK-R89B-44,1003.01,OUT,1,1003.01
20070730,BK-R89B-58,921.79,OUT,1,921.79
20070730,BK-T18Y-62,171.62,OUT,1,171.62
20070730,BK-T79Y-46,463.24,OUT,1,463.24
20070731,BK-M18B-44,205.24,OUT,1,205.24
20070731,BK-M68B-38,710.96,OUT,2,1421.92
20070731,BK-M68B-42,714.66,OUT,1,714.66
20070731,BK-M68B-46,682.34,OUT,1,682.34
20070731,BK-M68S-42,736.63,OUT,1,736.63
20070731,BK-M68S-46,702.9,OUT,1,702.9
20070731,BK-R19B-58,257.97,OUT,1,257.97
20070731,BK-R64Y-44,441.96,OUT,1,441.96
20070731,BK-R89B-44,1001.11,OUT,3,3003.33
20070731,BK-R89B-58,925.29,OUT,1,925.29
20070731,BK-T18U-44,187.42,OUT,1,187.42
20070731,BK-T18U-54,175.36,OUT,1,175.36
20070731,BK-T44U-46,410.05,OUT,1,410.05
20070731,BK-T44U-60,392.55,OUT,1,392.55
20070731,BK-T79U-54,735.24,OUT,1,735.24
20070801,BK-M18B-40,200.49,OUT,16,3207.84
20070801,BK-M18B-42,160.03,OUT,46,7361.38
20070801,BK-M18B-44,205.3,OUT,54,11086.2
20070801,BK-M18B-48,168.58,OUT,53,8934.74
20070801,BK-M18B-52,211.71,OUT,30,6351.3
20070801,BK-M18S-40,76.9,OUT,53,4075.7000000000003
20070801,BK-M18S-42,64.65,OUT,47,3038.55
20070801,BK-M18S-44,79.79,OUT,41,3271.3900000000003
20070801,BK-M18S-48,76.36,OUT,49,3741.64
20070801,BK-M18S-52,62.29,OUT,48,2989.92
20070801,BK-M38S-38,312.3,OUT,20,6246.0
20070801,BK-M38S-40,267.1,OUT,67,17895.7
20070801,BK-M38S-42,316.42,OUT,17,5379.14
20070801,BK-M38S-46,303.65,OUT,24,7287.599999999999
20070801,BK-M68B-38,710.82,OUT,153,108755.46
20070801,BK-M68B-42,713.59,OUT,94,67077.46
20070801,BK-M68B-46,680.71,OUT,69,46968.990000000005
20070801,BK-M68S-38,719.83,OUT,82,59026.060000000005
20070801,BK-M68S-42,738.77,OUT,96,70921.92
20070801,BK-M68S-46,704.51,OUT,84,59178.84
20070801,BK-R19B-44,215.76,OUT,43,9277.68
20070801,BK-R19B-48,186.71,OUT,138,25765.98
20070801,BK-R19B-52,221.53,OUT,103,22817.59
20070801,BK-R19B-58,257.95,OUT,72,18572.399999999998
20070801,BK-R64Y-38,420.95,OUT,67,28203.649999999998
20070801,BK-R64Y-40,486.72,OUT,70,34070.4
20070801,BK-R64Y-42,561.29,OUT,58,32554.82
20070801,BK-R64Y-44,443.06,OUT,42,18608.52
20070801,BK-R64Y-48,411.59,OUT,67,27576.53
20070801,BK-R79Y-40,698.32,OUT,139,97066.48000000001
20070801,BK-R79Y-42,516.91,OUT,66,34116.06
20070801,BK-R79Y-44,691.77,OUT,48,33204.96
20070801,BK-R79Y-48,611.44,OUT,140,85601.6
20070801,BK-R89B-44,998.41,OUT,74,73882.34
20070801,BK-R89B-48,822.84,OUT,61,50193.240000000005
20070801,BK-R89B-52,867.79,OUT,55,47728.45
20070801,BK-R89B-58,923.54,OUT,42,38788.68
20070801,BK-R89R-58,992.84,OUT,39,38720.76
20070801,BK-T18U-44,186.65,OUT,20,3733.0
20070801,BK-T18U-50,161.44,OUT,67,10816.48
20070801,BK-T18U-54,175.04,OUT,71,12427.84
20070801,BK-T18U-58,181.93,OUT,41,7459.13
20070801,BK-T18U-62,203.18,OUT,9,1828.6200000000001
20070801,BK-T18Y-44,177.2,OUT,85,15061.999999999998
20070801,BK-T18Y-50,178.96,OUT,69,12348.24
20070801,BK-T18Y-54,169.4,OUT,31,5251.400000000001
20070801,BK-T18Y-58,172.28,OUT,31,5340.68
20070801,BK-T18Y-62,170.24,OUT,101,17194.24
20070801,BK-T44U-46,411.41,OUT,53,21804.73
20070801,BK-T44U-50,395.3,OUT,13,5138.900000000001
20070801,BK-T44U-54,378.47,OUT,120,45416.4
20070801,BK-T44U-60,393.41,OUT,62,24391.420000000002
20070801,BK-T79U-46,811.76,OUT,97,78740.72
20070801,BK-T79U-50,667.89,OUT,63,42077.07
20070801,BK-T79U-54,737.52,OUT,34,25075.68
20070801,BK-T79U-60,737.55,OUT,133,98094.15
20070801,BK-T79Y-46,461.94,OUT,66,30488.04
20070801,BK-T79Y-50,632.55,OUT,50,31627.499999999996
20070801,BK-T79Y-54,627.99,OUT,30,18839.7
20070801,BK-T79Y-60,471.05,OUT,140,65947.0
20070801,FR-M21B-40,130.11,OUT,7,910.7700000000001
20070801,FR-M21B-42,70.41,OUT,64,4506.24
20070801,FR-M21B-44,78.33,OUT,82,6423.0599999999995
20070801,FR-M21B-48,94.06,OUT,50,4703.0
20070801,FR-M21B-52,119.91,OUT,13,1558.83
20070801,FR-M21S-40,90.61,OUT,73,6614.53
20070801,FR-M21S-42,79.14,OUT,87,6885.18
20070801,FR-M21S-44,95.15,OUT,44,4186.6
20070801,FR-M21S-48,92.92,OUT,15,1393.8
20070801,FR-M21S-52,77.59,OUT,63,4888.17
20070801,FR-M63S-38,208.97,OUT,6,1253.82
20070801,FR-M63S-40,117.6,OUT,117,13759.199999999999
20070801,FR-M63S-42,116.59,OUT,85,9910.15
20070801,FR-M63S-46,125.12,OUT,57,7131.84
20070801,FR-M94B-38,414.8,OUT,34,14103.2
20070801,FR-M94B-42,392.16,OUT,44,17255.04
20070801,FR-M94S-38,417.7,OUT,56,23391.2
20070801,FR-M94S-42,383.4,OUT,49,18786.6
20070801,FR-M94S-46,431.61,OUT,27,11653.470000000001
20070801,FR-R38B-44,126.22,OUT,13,1640.86
20070801,FR-R38B-52,143.85,OUT,97,13953.449999999999
20070801,FR-R38B-58,121.02,OUT,51,6172.0199999999995
20070801,FR-R38B-60,133.58,OUT,17,2270.86
20070801,FR-R72Y-38,223.99,OUT,58,12991.42
20070801,FR-R72Y-40,258.32,OUT,18,4649.76
