DateKey,ProductAlternateKey,UnitCost,UnitsOut,InventoryOutValue
20071023,BK-R64Y-48,404.31,1,404.31
20071023,BK-R79Y-40,726.33,1,726.33
20071023,BK-R89B-48,831.62,1,831.62
20071023,BK-T18U-58,185.45,1,185.45
20071023,BK-T44U-46,404.14,1,404.14
20071023,BK-T79U-46,823.71,1,823.71
20071023,BK-T79U-60,714.15,1,714.15
20071024,BK-M68B-38,699.64,1,699.64
20071024,BK-M68B-46,663.14,1,663.14
20071024,BK-R19B-52,219.11,1,219.11
20071024,BK-R64Y-40,483.31,1,483.31
20071024,BK-R79Y-40,722.99,1,722.99
20071024,BK-R89R-58,1026.87,1,1026.87
20071024,BK-T18U-62,209.52,1,209.52
20071024,BK-T79Y-46,447.9,1,447.9
20071024,BK-T79Y-54,626.63,1,626.63
20071025,BK-M18B-48,170.35,1,170.35
20071025,BK-M38S-42,305.55,1,305.55
20071025,BK-M38S-46,307.05,2,614.1
20071025,BK-M68B-38,702.51,1,702.51
20071025,BK-M68B-46,662.68,1,662.68
20071025,BK-M68S-42,725.52,1,725.52
20071025,BK-R19B-52,219.94,2,439.88
20071025,BK-R19B-58,253.79,1,253.79
20071025,BK-R64Y-40,484.23,1,484.23
20071025,BK-R64Y-44,448.86,1,448.86
20071025,BK-R79Y-44,727.93,1,727.93
20071025,BK-R89B-44,989.24,2,1978.48
20071025,BK-T79U-54,715.23,1,715.23
20071025,BK-T79Y-54,625.94,1,625.94
20071026,BK-M68B-38,699.63,1,699.63
20071026,BK-M68B-42,723.4,2,1446.8
20071026,BK-M68B-46,664.27,2,1328.54
20071026,BK-M68S-38,728.13,2,1456.26
20071026,BK-M68S-42,728.86,2,1457.72
20071026,BK-M68S-46,742.35,2,1484.7
20071026,BK-R19B-44,206.2,1,206.2
20071026,BK-R19B-48,186.24,2,372.48
20071026,BK-R64Y-42,550.8,1,550.8
20071026,BK-R64Y-48,404.39,2,808.78
20071026,BK-R89B-52,904.76,1,904.76
20071026,BK-R89B-58,911.91,1,911.91
20071026,BK-T18U-50,163.72,1,163.72
20071026,BK-T18U-54,179.53,1,179.53
20071026,BK-T79U-46,818.45,1,818.45
20071026,BK-T79Y-50,627.7,1,627.7
20071027,BK-M18S-48,73.6,1,73.6
20071027,BK-M38S-38,326.77,1,326.77
20071027,BK-M68B-46,663.2,2,1326.4
20071027,BK-M68S-42,727.48,2,1454.96
20071027,BK-R19B-48,185.91,1,185.91
20071027,BK-R19B-52,220.8,1,220.8
20071027,BK-R64Y-38,431.85,1,431.85
20071027,BK-R64Y-44,445.14,1,445.14
20071027,BK-R89B-44,981.54,2,1963.08
20071027,BK-R89B-52,906.85,1,906.85
20071027,BK-T18Y-44,167.94,1,167.94
20071027,BK-T79U-60,710.44,1,710.44
20071027,BK-T79Y-50,626.57,1,626.57
20071027,BK-T79Y-54,627.32,1,627.32
20071028,BK-M68B-38,699.55,1,699.55
20071028,BK-M68B-46,660.95,2,1321.9
20071028,BK-R19B-44,206.04,1,206.04
20071028,BK-R19B-48,185.11,2,370.22
20071028,BK-R19B-58,255.39,1,255.39
20071028,BK-R64Y-38,432.63,1,432.63
20071028,BK-R64Y-44,446.25,1,446.25
20071028,BK-R64Y-48,404.55,1,404.55
20071028,BK-R79Y-48,594.88,1,594.88
20071028,BK-R89B-48,846.18,3,2538.54
20071028,BK-R89B-58,915.74,1,915.74
20071028,BK-R89R-58,1032.52,1,1032.52
20071028,BK-T44U-46,405.11,1,405.11
20071028,BK-T44U-54,380.12,1,380.12
20071028,BK-T79U-50,685.23,1,685.23
20071028,BK-T79Y-54,628.2,1,628.2
20071029,BK-M18S-48,73.48,1,73.48
20071029,BK-M68B-42,722.46,1,722.46
20071029,BK-M68S-38,728.27,1,728.27
20071029,BK-M68S-42,725.73,1,725.73
20071029,BK-M68S-46,738.05,2,1476.1
20071029,BK-R19B-44,206.47,4,825.88
20071029,BK-R79Y-42,552.24,1,552.24
20071029,BK-R79Y-48,591.96,1,591.96
20071029,BK-R89B-44,977.02,1,977.02
20071029,BK-R89R-58,1034.69,1,1034.69
20071029,BK-T18Y-50,182.65,1,182.65
20071029,BK-T79U-54,717.58,1,717.58
20071030,BK-M18B-44,212.41,1,212.41
20071030,BK-M18S-52,63.67,1,63.67
20071030,BK-M38S-38,325.98,1,325.98
20071030,BK-M38S-42,306.73,1,306.73
20071030,BK-M68B-38,704.87,2,1409.74
20071030,BK-M68B-46,659.03,2,1318.06
20071030,BK-M68S-38,731.33,1,731.33
20071030,BK-R19B-44,206.47,2,412.94
20071030,BK-R19B-52,221.22,1,221.22
20071030,BK-R19B-58,253.61,2,507.22
20071030,BK-R64Y-38,433.44,1,433.44
20071030,BK-R64Y-44,446.16,1,446.16
20071030,BK-R79Y-40,712.92,1,712.92
20071030,BK-R79Y-48,590.9,1,590.9
20071030,BK-R89B-58,915.63,1,915.63
20071030,BK-R89R-58,1033.55,1,1033.55
20071030,BK-T18U-62,210.92,1,210.92
20071030,BK-T18Y-58,168.71,1,168.71
20071030,BK-T79U-46,812.89,1,812.89
20071030,BK-T79Y-50,631.79,1,631.79
20071031,BK-M18B-40,202.69,1,202.69
20071031,BK-M68B-38,704.94,1,704.94
20071031,BK-M68B-46,657.18,1,657.18
20071031,BK-M68S-38,731.33,1,731.33
20071031,BK-M68S-42,723.26,2,1446.52
20071031,BK-R19B-44,206.43,1,206.43
20071031,BK-R19B-52,222.04,1,222.04
20071031,BK-R19B-58,254.85,2,509.7
20071031,BK-R64Y-40,486.01,2,972.02
20071031,BK-R64Y-48,405.03,1,405.03
20071031,BK-R89B-52,908.01,2,1816.02
20071031,BK-T18U-54,178.4,1,178.4
20071031,BK-T44U-46,409.09,1,409.09
20071031,BK-T79U-50,687.21,1,687.21
20071031,BK-T79U-54,718.79,1,718.79
20071031,BK-T79Y-46,447.08,2,894.16
20071101,BK-M18B-40,203.69,17,3462.73
20071101,BK-M18B-42,163.03,38,6195.14
20071101,BK-M18B-44,210.67,21,4424.07
20071101,BK-M18B-48,168.61,48,8093.280000000001
20071101,BK-M18B-52,212.29,13,2759.77
20071101,BK-M18S-40,81.33,49,3985.17
20071101,BK-M18S-42,62.05,47,2916.35
20071101,BK-M18S-44,81.81,45,3681.4500000000003
20071101,BK-M18S-48,73.71,54,3980.3399999999997
20071101,BK-M18S-52,63.32,51,3229.32
20071101,BK-M38S-38,327.35,20,6547.0
20071101,BK-M38S-40,265.03,50,13251.499999999998
20071101,BK-M38S-42,307.74,19,5847.06
20071101,BK-M38S-46,306.2,19,5817.8
20071101,BK-M68B-38,703.11,133,93513.63
20071101,BK-M68B-42,727.53,104,75663.12
20071101,BK-M68B-46,658.43,55,36213.649999999994
20071101,BK-M68S-38,728.11,81,58976.91
20071101,BK-M68S-42,723.04,54,39044.159999999996
20071101,BK-M68S-46,740.18,71,52552.78
20071101,BK-R19B-44,206.1,34,7007.4
20071101,BK-R19B-48,186.93,93,17384.49
20071101,BK-R19B-52,222.39,90,20015.1
20071101,BK-R19B-58,253.65,58,14711.7
20071101,BK-R64Y-38,432.01,76,32832.76
20071101,BK-R64Y-40,486.74,60,29204.4
20071101,BK-R64Y-42,554.43,51,28275.929999999997
20071101,BK-R64Y-44,450.32,39,17562.48
20071101,BK-R64Y-48,405.68,53,21501.04
20071101,BK-R79Y-40,716.13,105,75193.65
20071101,BK-R79Y-42,550.19,65,35762.350000000006
20071101,BK-R79Y-44,728.35,39,28405.65
20071101,BK-R79Y-48,592.9,134,79448.59999999999
20071101,BK-R89B-44,983.18,53,52108.54
20071101,BK-R89B-48,852.29,62,52841.979999999996
20071101,BK-R89B-52,909.74,48,43667.520000000004
20071101,BK-R89B-58,912.52,36,32850.72
20071101,BK-R89R-58,1036.44,46,47676.240000000005
20071101,BK-T18U-44,195.25,8,1562.0
20071101,BK-T18U-50,163.01,91,14833.91
20071101,BK-T18U-54,177.63,53,9414.39
20071101,BK-T18U-58,185.77,34,6316.18
20071101,BK-T18U-62,211.47,19,4017.93
20071101,BK-T18Y-44,167.48,53,8876.439999999999
20071101,BK-T18Y-50,182.79,66,12064.14
20071101,BK-T18Y-54,174.69,37,6463.53
20071101,BK-T18Y-58,169.22,9,1522.98
20071101,BK-T18Y-62,171.44,87,14915.28
20071101,BK-T44U-46,408.15,34,13877.099999999999
20071101,BK-T44U-50,401.3,10,4013.0
20071101,BK-T44U-54,380.19,92,34977.48
20071101,BK-T44U-60,392.1,76,29799.600000000002
20071101,BK-T79U-46,811.67,89,72238.62999999999
20071101,BK-T79U-50,686.17,53,36367.009999999995
20071101,BK-T79U-54,722.24,14,10111.36
20071101,BK-T79U-60,713.91,88,62824.079999999994
20071101,BK-T79Y-46,446.9,54,24132.6
20071101,BK-T79Y-50,633.87,38,24087.06
20071101,BK-T79Y-54,628.95,13,8176.35
20071101,BK-T79Y-60,476.1,89,42372.9
20071101,FR-M21B-42,71.84,52,3735.6800000000003
20071101,FR-M21B-44,77.4,52,4024.8
20071101,FR-M21B-48,94.8,56,5308.8
20071101,FR-M21S-40,89.51,51,4565.01
20071101,FR-M21S-42,77.72,43,3341.96
20071101,FR-M21S-44,96.53,38,3668.14
20071101,FR-M21S-52,77.81,46,3579.26
20071101,FR-M63S-40,115.77,84,9724.68
20071101,FR-M63S-42,117.47,49,5756.03
20071101,FR-M63S-46,124.25,21,2609.25
20071101,FR-M94B-38,416.96,27,11257.92
20071101,FR-M94B-42,361.57,51,18440.07
20071101,FR-M94S-38,428.52,47,20140.44
20071101,FR-M94S-42,390.84,14,5471.759999999999
20071101,FR-M94S-46,447.13,31,13861.03
20071101,FR-R38B-44,128.05,4,512.2
20071101,FR-R38B-52,148.03,52,7697.56
20071101,FR-R38B-58,124.28,22,2734.16
20071101,FR-R72Y-38,207.27,36,7461.72
20071101,FR-R72Y-40,257.64,2,515.28
20071101,FR-R72Y-44,191.27,54,10328.58
20071101,FR-R72Y-48,246.48,38,9366.24
20071101,FR-R92B-44,550.57,20,11011.400000000001
20071101,FR-R92R-44,490.31,19,9315.89
20071101,FR-R92R-62,463.06,17,7872.02
20071101,FR-T67U-50,106.91,24,2565.84
20071101,FR-T67U-54,120.8,24,2899.2
20071101,FR-T67Y-44,106.87,20,2137.4
20071101,FR-T67Y-50,101.85,23,2342.5499999999997
20071101,FR-T67Y-62,115.46,29,3348.3399999999997
20071101,FR-T98U-46,333.05,13,4329.650000000001
20071101,FR-T98U-50,313.32,14,4386.48
20071101,FR-T98U-54,298.23,51,15209.730000000001
20071101,FR-T98U-60,335.6,17,5705.200000000001
20071101,FR-T98Y-46,336.27,12,4035.24
20071101,FR-T98Y-50,348.35,17,5921.950000000001
20071101,FR-T98Y-54,332.27,68,22594.36
20071101,FR-T98Y-60,294.19,25,7354.75
20071102,BK-M18B-40,204.46,1,204.46
20071102,BK-M38S-38,327.45,1,327.45
20071102,BK-M38S-40,264.53,1,264.53
20071102,BK-M38S-46,305.35,1,305.35
20071102,BK-M68B-42,729.5,2,1459.0
20071102,BK-M68B-46,657.64,1,657.64
20071102,BK-M68S-38,725.42,2,1450.84
20071102,BK-M68S-42,720.29,1,720.29
20071102,BK-M68S-46,737.08,2,1474.16
20071102,BK-R19B-44,205.77,1,205.77
20071102,BK-R64Y-42,557.2,1,557.2
20071102,BK-R89B-48,848.37,1,848.37
20071102,BK-T18U-54,178.32,1,178.32
20071102,BK-T79U-54,719.93,1,719.93
20071102,BK-T79Y-50,632.8,1,632.8
20071102,BK-T79Y-60,474.76,2,949.52
20071103,BK-M18S-40,81.71,1,81.71
20071103,BK-M38S-46,304.22,1,304.22
20071103,BK-M68B-38,706.7,3,2120.1000000000004
20071103,BK-M68B-46,656.0,1,656.0
20071103,BK-M68S-38,723.24,1,723.24
20071103,BK-R19B-48,185.66,1,185.66
20071103,BK-R19B-52,222.06,4,888.24
20071103,BK-R64Y-38,434.91,2,869.82
20071103,BK-R64Y-40,485.76,2,971.52
20071103,BK-R64Y-42,559.43,1,559.43
20071103,BK-R64Y-44,450.86,1,450.86
20071103,BK-R64Y-48,405.72,1,405.72
20071103,BK-R79Y-42,551.72,2,1103.44
20071103,BK-R79Y-44,730.83,1,730.83
20071103,BK-R89B-48,845.06,1,845.06
20071103,BK-R89B-52,911.82,2,1823.64
20071103,BK-T18Y-54,173.34,1,173.34
20071103,BK-T18Y-58,168.47,1,168.47
20071103,BK-T44U-46,407.17,1,407.17
20071103,BK-T79U-46,812.96,1,812.96
20071103,BK-T79Y-50,630.01,1,630.01
20071103,BK-T79Y-54,630.58,1,630.58
20071104,BK-M18B-48,168.34,1,168.34
20071104,BK-M68B-42,728.97,1,728.97
20071104,BK-M68B-46,657.05,1,657.05
20071104,BK-M68S-42,720.37,1,720.37
20071104,BK-M68S-46,732.66,1,732.66
20071104,BK-R19B-44,206.71,1,206.71
20071104,BK-R19B-48,186.31,1,186.31
20071104,BK-R19B-52,222.19,1,222.19
20071104,BK-R19B-58,253.29,1,253.29
20071104,BK-R64Y-42,557.36,1,557.36
20071104,BK-R64Y-48,405.07,1,405.07
20071104,BK-R79Y-40,713.06,1,713.06
20071104,BK-T18U-62,210.77,1,210.77
20071104,BK-T18Y-50,182.9,1,182.9
20071104,BK-T44U-46,407.21,1,407.21
20071104,BK-T79U-46,809.87,1,809.87
20071104,BK-T79U-60,710.13,1,710.13
20071104,BK-T79Y-54,632.72,1,632.72
20071105,BK-M18B-42,162.38,1,162.38
20071105,BK-M18S-52,62.55,1,62.55
20071105,BK-M68B-38,704.01,1,704.01
20071105,BK-M68B-42,725.99,4,2903.96
20071105,BK-M68S-42,723.75,2,1447.5
20071105,BK-M68S-46,736.18,1,736.18
20071105,BK-R19B-48,185.94,1,185.94
20071105,BK-R19B-58,253.14,1,253.14
20071105,BK-R64Y-40,484.11,2,968.22
20071105,BK-R64Y-42,554.74,1,554.74
20071105,BK-R64Y-48,403.41,1,403.41
20071105,BK-R79Y-40,712.98,1,712.98
20071105,BK-T18U-54,177.06,1,177.06
20071105,BK-T79Y-54,633.99,1,633.99
20071106,BK-M38S-38,330.64,1,330.64
20071106,BK-M68B-42,724.1,3,2172.3
20071106,BK-M68B-46,658.16,1,658.16
20071106,BK-M68S-46,738.97,1,738.97
20071106,BK-R19B-44,206.32,1,206.32
20071106,BK-R19B-48,186.25,1,186.25
20071106,BK-R19B-52,222.77,2,445.54
20071106,BK-R64Y-40,486.39,1,486.39
20071106,BK-R79Y-40,711.77,1,711.77
20071106,BK-R79Y-42,553.6,1,553.6
20071106,BK-R79Y-48,591.95,1,591.95
20071106,BK-R89B-44,993.33,1,993.33
20071106,BK-R89B-52,914.46,1,914.46
20071106,BK-R89R-58,1023.02,1,1023.02
20071106,BK-T44U-50,400.06,1,400.06
20071106,BK-T79U-50,687.81,2,1375.62
20071106,BK-T79Y-50,629.7,1,629.7
20071107,BK-M18S-44,82.02,1,82.02
20071107,BK-M68B-38,710.79,1,710.79
20071107,BK-M68B-46,658.03,2,1316.06
20071107,BK-M68S-38,723.95,2,1447.9
20071107,BK-M68S-42,718.48,2,1436.96
20071107,BK-M68S-46,741.86,1,741.86
20071107,BK-R19B-44,205.99,2,411.98
20071107,BK-R19B-48,187.0,1,187.0
20071107,BK-R19B-58,254.74,1,254.74
20071107,BK-R64Y-40,484.05,2,968.1
20071107,BK-R79Y-40,713.76,2,1427.52
20071107,BK-R79Y-42,555.09,1,555.09
20071107,BK-R89R-58,1022.1,1,1022.1
20071107,BK-T18Y-62,172.14,1,172.14
20071107,BK-T79U-50,685.75,1,685.75
20071107,BK-T79Y-50,627.3,1,627.3
20071108,BK-M38S-38,332.56,1,332.56
20071108,BK-M38S-42,308.47,1,308.47
20071108,BK-M68B-38,711.5,2,1423.0
20071108,BK-M68S-42,717.11,1,717.11
20071108,BK-R19B-44,205.0,1,205.0
20071108,BK-R19B-52,223.48,1,223.48
20071108,BK-R64Y-40,486.13,1,486.13
20071108,BK-R64Y-44,450.85,1,450.85
20071108,BK-R64Y-48,404.86,1,404.86
20071108,BK-R89B-58,910.85,2,1821.7
20071108,BK-T44U-50,398.9,1,398.9
20071108,BK-T79U-46,811.08,1,811.08
20071108,BK-T79Y-46,448.14,2,896.28
20071109,BK-M18S-44,82.17,1,82.17
20071109,BK-M68B-38,708.29,1,708.29
20071109,BK-M68B-42,722.94,1,722.94
20071109,BK-M68B-46,655.73,1,655.73
20071109,BK-M68S-42,717.76,1,717.76
20071109,BK-M68S-46,743.11,2,1486.22
20071109,BK-R19B-44,204.36,1,204.36
20071109,BK-R19B-48,187.41,1,187.41
20071109,BK-R19B-52,222.48,1,222.48
20071109,BK-R64Y-38,430.53,1,430.53
20071109,BK-R64Y-42,561.09,1,561.09
20071109,BK-R79Y-48,592.24,2,1184.48
20071109,BK-R89B-52,914.35,1,914.35
20071109,BK-R89R-58,1028.86,2,2057.72
20071109,BK-T18U-58,184.6,1,184.6
20071109,BK-T18Y-50,182.24,1,182.24
20071109,BK-T18Y-62,171.64,1,171.64
20071109,BK-T44U-54,372.16,1,372.16
20071109,BK-T79U-50,684.51,2,1369.02
20071109,BK-T79U-60,711.18,2,1422.36
20071109,BK-T79Y-60,482.16,1,482.16
20071110,BK-M18S-48,74.39,1,74.39
20071110,BK-M38S-42,308.5,1,308.5
20071110,BK-M68B-42,725.54,3,2176.62
20071110,BK-M68B-46,657.37,2,1314.74
20071110,BK-M68S-42,715.82,1,715.82
20071110,BK-M68S-46,746.45,1,746.45
20071110,BK-R19B-52,223.52,2,447.04
20071110,BK-R19B-58,254.5,1,254.5
20071110,BK-R64Y-38,432.55,1,432.55
20071110,BK-R64Y-40,486.13,1,486.13
20071110,BK-R79Y-40,714.04,1,714.04
20071110,BK-R79Y-42,558.65,2,1117.3
20071110,BK-R79Y-44,726.29,1,726.29
20071110,BK-R89B-48,844.6,1,844.6
20071110,BK-R89B-52,913.53,2,1827.06
20071110,BK-R89R-58,1031.22,1,1031.22
20071110,BK-T79U-46,818.07,1,818.07
20071110,BK-T79U-54,716.54,1,716.54
20071110,BK-T79U-60,710.97,1,710.97
20071110,BK-T79Y-50,626.29,1,626.29
20071110,BK-T79Y-54,633.09,1,633.09
20071111,BK-M18B-42,160.82,1,160.82
20071111,BK-M68B-46,654.67,1,654.67
20071111,BK-M68S-46,744.07,1,744.07
20071111,BK-R64Y-38,432.34,1,432.34
20071111,BK-R64Y-42,564.07,1,564.07
20071111,BK-R79Y-44,723.6,1,723.6
20071111,BK-T79U-46,818.48,1,818.48
20071111,BK-T79Y-46,447.51,1,447.51
20071111,BK-T79Y-60,483.8,1,483.8
20071112,BK-M38S-38,336.19,2,672.38
20071112,BK-M38S-40,265.9,1,265.9
20071112,BK-M68B-38,710.91,3,2132.73
20071112,BK-M68B-42,724.45,2,1448.9
20071112,BK-M68S-42,716.6,1,716.6
20071112,BK-R19B-44,203.04,1,203.04
20071112,BK-R19B-52,225.0,1,225.0
20071112,BK-R19B-58,254.58,2,509.16
20071112,BK-R64Y-38,430.52,1,430.52
20071112,BK-R64Y-44,451.16,1,451.16
20071112,BK-R64Y-48,403.36,1,403.36
20071112,BK-R89B-48,849.76,1,849.76
20071112,BK-R89B-58,919.44,1,919.44
20071112,BK-T18Y-50,181.84,1,181.84
20071112,BK-T44U-46,406.71,1,406.71
20071112,BK-T44U-60,391.53,1,391.53
20071112,BK-T79Y-46,449.12,2,898.24
20071113,BK-M38S-38,336.7,2,673.4
20071113,BK-M68B-38,711.48,2,1422.96
20071113,BK-M68B-42,725.9,1,725.9
20071113,BK-M68B-46,651.21,3,1953.63
20071113,BK-M68S-38,733.7,1,733.7
20071113,BK-R19B-44,203.06,1,203.06
20071113,BK-R19B-48,186.83,1,186.83
20071113,BK-R64Y-48,404.93,1,404.93
20071113,BK-R79Y-40,713.75,1,713.75
20071113,BK-R89B-48,849.42,2,1698.84
20071113,BK-T18U-54,178.26,1,178.26
20071113,BK-T18U-58,183.66,1,183.66
20071113,BK-T18Y-44,169.21,1,169.21
20071113,BK-T79U-50,685.39,1,685.39
20071113,BK-T79Y-50,631.57,1,631.57
20071114,BK-M18B-44,210.33,1,210.33
20071114,BK-M18S-42,62.16,1,62.16
20071114,BK-M18S-52,62.63,1,62.63
20071114,BK-M38S-40,264.06,1,264.06
20071114,BK-M38S-42,308.01,1,308.01
20071114,BK-M68B-38,713.4,1,713.4
20071114,BK-M68S-38,734.73,1,734.73
20071114,BK-R19B-44,203.22,2,406.44
20071114,BK-R19B-48,186.57,3,559.71
20071114,BK-R19B-52,226.26,3,678.78
20071114,BK-R64Y-40,488.37,1,488.37
20071114,BK-R64Y-42,570.46,1,570.46
20071114,BK-R64Y-44,451.29,1,451.29
20071114,BK-R64Y-48,403.96,1,403.96
20071114,BK-R79Y-40,716.03,1,716.03
20071114,BK-R79Y-44,722.44,1,722.44
20071114,BK-R79Y-48,597.35,1,597.35
20071114,BK-R89B-58,916.5,1,916.5
20071114,BK-T18U-54,178.06,1,178.06
20071114,BK-T44U-60,392.15,1,392.15
20071114,BK-T79U-46,809.75,1,809.75
20071114,BK-T79U-60,705.86,1,705.86
20071114,BK-T79Y-46,450.29,1,450.29
20071115,BK-M38S-40,263.43,1,263.43
20071115,BK-M38S-42,306.74,1,306.74
20071115,BK-M38S-46,305.24,3,915.72
20071115,BK-M68B-38,713.19,1,713.19
20071115,BK-M68B-46,647.43,1,647.43
20071115,BK-M68S-46,746.96,1,746.96
20071115,BK-R19B-52,225.38,2,450.76
20071115,BK-R64Y-48,405.46,2,810.92
20071115,BK-R79Y-42,558.52,1,558.52
20071115,BK-R89B-44,991.5,1,991.5
20071115,BK-R89B-58,920.53,2,1841.06
20071115,BK-T18U-58,183.29,1,183.29
20071115,BK-T18Y-54,170.85,2,341.7
20071115,BK-T44U-60,393.4,1,393.4
20071115,BK-T79U-60,707.06,1,707.06
20071115,BK-T79Y-46,452.54,1,452.54
20071115,BK-T79Y-50,630.18,1,630.18
20071115,BK-T79Y-54,633.53,1,633.53
20071115,BK-T79Y-60,478.88,1,478.88
20071116,BK-M18S-40,81.73,1,81.73
20071116,BK-M38S-38,335.45,1,335.45
20071116,BK-M68B-42,726.62,1,726.62
20071116,BK-M68B-46,648.92,1,648.92
20071116,BK-M68S-38,732.82,3,2198.46
20071116,BK-M68S-46,749.8,1,749.8
20071116,BK-R19B-44,203.18,1,203.18
20071116,BK-R19B-48,185.71,1,185.71
20071116,BK-R19B-52,226.26,1,226.26
20071116,BK-R79Y-42,557.63,1,557.63
20071116,BK-R79Y-48,601.84,1,601.84
20071116,BK-R89B-44,992.69,1,992.69
20071116,BK-R89B-52,912.25,1,912.25
20071116,BK-R89B-58,916.48,2,1832.96
20071116,BK-T44U-60,395.25,1,395.25
20071116,BK-T79U-46,814.7,1,814.7
20071116,BK-T79U-50,686.14,1,686.14
20071117,BK-M18S-42,61.76,1,61.76
20071117,BK-M68B-38,711.34,1,711.34
20071117,BK-M68B-42,728.8,2,1457.6
20071117,BK-M68S-38,733.99,3,2201.9700000000003
20071117,BK-R19B-44,203.99,1,203.99
20071117,BK-R19B-48,185.75,3,557.25
20071117,BK-R19B-52,226.67,2,453.34
20071117,BK-R19B-58,257.1,1,257.1
20071117,BK-R64Y-42,571.43,1,571.43
20071117,BK-R64Y-48,405.45,1,405.45
20071117,BK-R79Y-42,558.8,2,1117.6
20071117,BK-R79Y-44,729.03,2,1458.06
20071117,BK-R89B-52,913.71,1,913.71
20071117,BK-T18U-54,177.03,1,177.03
20071117,BK-T44U-50,398.09,1,398.09
20071117,BK-T44U-54,374.31,1,374.31
20071117,BK-T44U-60,393.83,1,393.83
20071117,BK-T79U-50,684.84,1,684.84
20071117,BK-T79Y-60,479.74,1,479.74
20071118,BK-M18S-42,61.82,1,61.82
20071118,BK-M18S-44,82.44,1,82.44
20071118,BK-M38S-38,336.32,1,336.32
20071118,BK-M38S-46,302.83,1,302.83
20071118,BK-M68B-42,726.32,2,1452.64
20071118,BK-M68S-38,732.96,2,1465.92
20071118,BK-M68S-42,712.8,3,2138.3999999999996
20071118,BK-R19B-52,227.01,2,454.02
20071118,BK-R19B-58,256.72,1,256.72
20071118,BK-R64Y-38,431.72,1,431.72
20071118,BK-R79Y-44,727.64,1,727.64
20071118,BK-R79Y-48,603.4,1,603.4
20071118,BK-T18U-54,177.74,1,177.74
20071118,BK-T18U-58,183.97,1,183.97
20071118,BK-T79U-46,815.34,1,815.34
20071118,BK-T79U-50,687.51,1,687.51
20071118,BK-T79U-54,725.02,1,725.02
20071118,BK-T79Y-60,480.7,1,480.7
20071119,BK-M68B-38,710.05,1,710.05
20071119,BK-M68B-42,729.01,2,1458.02
20071119,BK-M68B-46,650.28,1,650.28
20071119,BK-M68S-38,732.59,2,1465.18
20071119,BK-M68S-42,716.15,2,1432.3
20071119,BK-M68S-46,745.67,2,1491.34
20071119,BK-R19B-58,256.28,1,256.28
20071119,BK-R64Y-42,573.49,1,573.49
20071119,BK-R79Y-40,715.95,1,715.95
20071119,BK-R79Y-42,561.21,1,561.21
20071119,BK-R79Y-44,730.12,1,730.12
20071119,BK-R89B-48,856.81,1,856.81
20071119,BK-R89B-52,912.87,1,912.87
20071119,BK-R89B-58,923.09,1,923.09
20071119,BK-T18U-44,191.62,1,191.62
20071119,BK-T79Y-54,635.17,1,635.17
20071120,BK-M18B-48,167.47,1,167.47
20071120,BK-M68B-38,711.05,1,711.05
20071120,BK-M68S-38,736.04,1,736.04
20071120,BK-M68S-46,745.82,2,1491.64
20071120,BK-R19B-44,202.84,2,405.68
20071120,BK-R19B-52,225.92,1,225.92
20071120,BK-R19B-58,256.95,2,513.9
20071120,BK-R64Y-38,431.12,1,431.12
20071120,BK-R64Y-42,574.92,1,574.92
20071120,BK-R64Y-44,445.09,1,445.09
20071120,BK-R79Y-40,718.6,2,1437.2
20071120,BK-R89R-58,1025.11,1,1025.11
20071120,BK-T44U-46,404.38,1,404.38
20071120,BK-T79U-60,701.69,1,701.69
20071121,BK-M38S-38,338.71,1,338.71
20071121,BK-M38S-42,307.6,2,615.2
20071121,BK-M38S-46,303.01,2,606.02
20071121,BK-M68B-42,730.91,2,1461.82
20071121,BK-M68B-46,649.44,2,1298.88
20071121,BK-M68S-38,737.29,1,737.29
20071121,BK-R19B-44,202.93,1,202.93
20071121,BK-R19B-48,186.32,1,186.32
20071121,BK-R19B-58,257.77,1,257.77
20071121,BK-R64Y-40,486.17,1,486.17
20071121,BK-R64Y-42,574.23,1,574.23
20071121,BK-R79Y-48,596.85,1,596.85
20071121,BK-R89B-58,922.26,2,1844.52
20071121,BK-R89R-58,1028.08,1,1028.08
20071121,BK-T18U-54,177.07,1,177.07
20071121,BK-T44U-46,405.27,1,405.27
20071121,BK-T79U-46,813.7,1,813.7
20071121,BK-T79U-50,692.4,1,692.4
20071122,BK-M18S-42,62.23,2,124.46
20071122,BK-M18S-52,62.8,1,62.8
20071122,BK-M38S-40,268.31,1,268.31
20071122,BK-M68B-42,728.2,2,1456.4
20071122,BK-M68B-46,652.56,2,1305.12
20071122,BK-M68S-38,738.91,1,738.91
20071122,BK-M68S-42,716.71,1,716.71
20071122,BK-M68S-46,746.19,3,2238.57
20071122,BK-R19B-48,186.32,1,186.32
20071122,BK-R19B-52,225.28,2,450.56
20071122,BK-R19B-58,258.0,1,258.0
20071122,BK-R64Y-38,430.56,1,430.56
20071122,BK-R64Y-42,576.76,1,576.76
20071122,BK-R64Y-48,409.23,2,818.46
20071122,BK-R79Y-42,566.95,2,1133.9
20071122,BK-R79Y-44,727.99,2,1455.98
20071122,BK-R79Y-48,595.24,2,1190.48
20071122,BK-R89B-48,861.95,1,861.95
20071122,BK-R89B-52,911.04,1,911.04
20071122,BK-R89R-58,1031.68,1,1031.68
20071122,BK-T18U-58,183.87,1,183.87
20071122,BK-T79U-60,698.46,1,698.46
