DateKey,ProductAlternateKey,UnitCost,UnitsIn,InventoryInValue
20071202,FR-M21S-40,87.89,71,6240.19
20071202,FR-M21S-52,77.21,114,8801.939999999999
20071202,FR-M63S-40,116.25,124,14415.0
20071202,FR-M94B-42,353.76,37,13089.119999999999
20071202,FR-M94S-46,452.43,123,55648.89
20071202,FR-R38B-52,146.07,60,8764.199999999999
20071202,FR-R72Y-38,207.95,146,30360.699999999997
20071202,FR-R72Y-48,249.98,25,6249.5
20071202,FR-T67Y-44,107.01,77,8239.77
20071202,FR-T98U-50,309.26,137,42368.619999999995
20071202,FR-T98U-54,301.49,145,43716.05
20071202,FR-T98Y-46,335.15,88,29493.199999999997
20071202,FR-T98Y-50,353.82,45,15921.9
20071202,FR-T98Y-54,333.28,151,50325.28
20071203,BK-M68S-38,735.56,3,2206.68
20071204,BK-M38S-46,302.72,11,3329.92
20071204,BK-M68S-38,735.26,19,13969.94
20071205,BK-M68S-42,713.52,23,16410.96
20071205,BK-R64Y-44,442.35,13,5750.55
20071207,BK-M68S-46,753.26,6,4519.5599999999995
20071207,BK-R19B-48,184.68,22,4062.96
20071207,BK-R19B-58,258.45,7,1809.1499999999999
20071207,BK-T79U-54,726.13,22,15974.86
20071208,BK-R19B-44,203.48,7,1424.36
20071208,BK-R64Y-42,570.64,4,2282.56
20071208,BK-R79Y-44,732.23,23,16841.29
20071209,BK-R19B-58,259.64,10,2596.3999999999996
20071212,BK-M38S-38,336.28,3,1008.8399999999999
20071212,BK-M68S-46,751.36,2,1502.72
20071212,BK-R79Y-42,565.48,18,10178.64
20071212,BK-R89R-58,1032.1,10,10321.0
20071213,BK-M68B-46,648.15,11,7129.65
20071213,BK-M68S-46,752.04,9,6768.36
20071213,BK-R19B-44,202.44,4,809.76
20071213,BK-R64Y-42,571.49,4,2285.96
20071213,BK-T79U-50,675.18,3,2025.54
20071214,BK-M38S-38,334.5,7,2341.5
20071214,BK-M68B-38,721.66,14,10103.24
20071214,BK-R64Y-38,428.9,10,4289.0
20071214,BK-T18Y-62,169.45,21,3558.45
20071215,BK-M68B-42,727.4,21,15275.4
20071215,BK-R19B-44,201.15,16,3218.4
20071215,BK-T18Y-50,184.75,21,3879.75
20071216,BK-R19B-52,228.67,9,2058.0299999999997
20071216,BK-R64Y-42,567.33,17,9644.61
20071218,BK-M38S-42,313.33,24,7519.92
20071218,BK-R19B-58,259.95,7,1819.6499999999999
20071218,BK-R64Y-44,447.21,20,8944.199999999999
20071218,BK-R79Y-40,724.88,9,6523.92
20071218,BK-T79U-50,666.78,19,12668.82
20071219,BK-M18B-44,207.83,8,1662.64
20071219,BK-M68S-46,749.32,19,14237.080000000002
20071221,BK-T79U-46,820.99,6,4925.9400000000005
20071221,BK-T79U-60,693.01,13,9009.13
20071222,BK-M68B-38,713.82,10,7138.200000000001
20071222,BK-M68B-46,658.06,12,7896.719999999999
20071222,BK-M68S-42,704.33,28,19721.24
20071222,BK-R19B-52,229.45,4,917.8
20071225,BK-M68S-38,725.69,17,12336.730000000001
20071225,BK-R89B-48,890.76,11,9798.36
20071226,BK-R19B-52,225.95,8,1807.6
20071226,BK-T79U-46,820.96,16,13135.36
20071227,BK-R19B-48,188.75,16,3020.0
20071228,BK-R19B-52,225.12,27,6078.24
20071228,BK-R89B-58,937.08,24,22489.920000000002
20071229,BK-M68B-42,742.65,7,5198.55
20071229,BK-R19B-58,257.42,18,4633.56
20071229,BK-R64Y-38,420.72,7,2945.04
20071229,BK-R79Y-40,713.77,11,7851.469999999999
20071229,BK-R89B-52,934.81,23,21500.629999999997
20071229,BK-T44U-50,394.29,4,1577.16
20071230,BK-M38S-38,330.39,3,991.17
20071230,BK-M68B-46,648.3,12,7779.599999999999
20071230,BK-R19B-44,199.51,6,1197.06
20071230,BK-R79Y-48,593.41,23,13648.429999999998
20071231,BK-M18B-42,158.2,24,3796.7999999999997
20080101,BK-M68B-42,737.9,13,9592.699999999999
20080101,BK-R64Y-40,483.32,10,4833.2
20080101,BK-T18Y-44,169.36,22,3725.92
20080102,BK-M18B-40,203.89,9,1835.0099999999998
20080102,BK-M18B-44,205.27,14,2873.78
20080102,BK-M18B-48,173.56,15,2603.4
20080102,BK-M18B-52,205.95,15,3089.25
20080102,BK-M18S-40,79.38,27,2143.2599999999998
20080102,BK-M18S-42,62.69,27,1692.6299999999999
20080102,BK-M18S-48,72.77,22,1600.9399999999998
20080102,BK-M18S-52,63.46,26,1649.96
20080102,BK-M38S-38,328.64,26,8544.64
20080102,BK-M38S-40,259.8,38,9872.4
20080102,BK-M38S-46,304.29,38,11563.02
20080102,BK-M68B-38,711.73,50,35586.5
20080102,BK-M68B-42,736.42,55,40503.1
20080102,BK-M68B-46,641.71,52,33368.92
20080102,BK-M68S-38,723.63,33,23879.79
20080102,BK-M68S-42,716.87,40,28674.8
20080102,BK-M68S-46,747.8,46,34398.799999999996
20080102,BK-R19B-44,200.87,26,5222.62
20080102,BK-R19B-48,189.71,70,13279.7
20080102,BK-R19B-52,224.94,52,11696.88
20080102,BK-R19B-58,256.96,37,9507.519999999999
20080102,BK-R64Y-38,422.99,55,23264.45
20080102,BK-R64Y-40,482.98,37,17870.260000000002
20080102,BK-R64Y-42,562.2,33,18552.600000000002
20080102,BK-R64Y-44,454.3,31,14083.300000000001
20080102,BK-R64Y-48,403.4,79,31868.6
20080102,BK-R79Y-40,706.37,80,56509.6
20080102,BK-R79Y-42,558.3,34,18982.199999999997
20080102,BK-R79Y-44,738.72,34,25116.48
20080102,BK-R79Y-48,592.16,80,47372.799999999996
20080102,BK-R89B-44,1007.7,47,47361.9
20080102,BK-R89B-48,894.12,34,30400.08
20080102,BK-R89B-52,939.48,19,17850.12
20080102,BK-R89R-58,1040.72,16,16651.52
20080102,BK-T18U-50,167.18,45,7523.1
20080102,BK-T18U-54,171.96,26,4470.96
20080102,BK-T18U-58,187.8,8,1502.4
20080102,BK-T18U-62,205.34,18,3696.12
20080102,BK-T18Y-44,168.77,20,3375.4
20080102,BK-T18Y-50,185.63,35,6497.05
20080102,BK-T18Y-58,164.75,22,3624.5
20080102,BK-T18Y-62,169.66,42,7125.72
20080102,BK-T44U-46,409.15,29,11865.349999999999
20080102,BK-T44U-50,393.3,35,13765.5
20080102,BK-T44U-54,359.12,49,17596.88
20080102,BK-T44U-60,399.34,42,16772.28
20080102,BK-T79U-46,833.34,55,45833.700000000004
20080102,BK-T79U-50,673.39,19,12794.41
20080102,BK-T79U-54,714.67,7,5002.69
20080102,BK-T79U-60,686.01,41,28126.41
20080102,BK-T79Y-46,465.04,37,17206.48
20080102,BK-T79Y-50,635.84,19,12080.960000000001
20080102,BK-T79Y-54,642.5,13,8352.5
20080102,BK-T79Y-60,485.53,51,24762.03
20080102,FR-M21B-44,75.5,113,8531.5
20080102,FR-M21S-42,78.12,92,7187.040000000001
20080102,FR-M63S-42,119.5,63,7528.5
20080102,FR-M94B-42,346.48,114,39498.72
20080102,FR-R38B-58,126.15,53,6685.950000000001
20080102,FR-T67U-54,125.39,82,10281.98
20080103,BK-M68B-38,711.87,10,7118.7
20080105,BK-T18U-44,189.56,8,1516.48
20080108,BK-T79U-60,678.69,22,14931.18
20080110,BK-M68B-38,714.77,4,2859.08
20080110,BK-M68S-38,731.1,3,2193.3
20080111,BK-M38S-42,318.99,5,1594.95
20080111,BK-M68S-46,743.31,15,11149.65
20080111,BK-T79U-54,713.64,4,2854.56
20080113,BK-T79Y-46,466.52,24,11196.48
20080113,BK-T79Y-50,639.45,20,12789.0
20080114,BK-M18B-40,207.0,10,2070.0
20080114,BK-M68B-46,639.31,7,4475.17
20080114,BK-M68S-38,742.2,25,18555.0
20080114,BK-T79U-54,709.5,26,18447.0
20080115,BK-M68B-38,708.28,24,16998.72
20080115,BK-R89R-58,1037.12,16,16593.92
20080116,BK-M18S-44,82.48,19,1567.1200000000001
20080116,BK-R79Y-42,547.87,3,1643.6100000000001
20080117,BK-R19B-48,186.72,10,1867.2
20080118,BK-R19B-44,197.46,15,2961.9
20080118,BK-R64Y-40,492.66,11,5419.26
20080118,BK-R79Y-40,704.49,8,5635.92
20080119,BK-M68B-42,737.24,12,8846.880000000001
20080119,BK-R19B-52,226.38,3,679.14
20080120,BK-M38S-42,317.48,8,2539.84
20080120,BK-M68B-46,640.14,23,14723.22
20080120,BK-R64Y-38,424.86,18,7647.4800000000005
20080121,BK-M18B-44,204.52,13,2658.76
20080121,BK-M68S-46,736.26,11,8098.86
20080122,BK-T18U-58,190.36,6,1142.16
20080123,BK-R19B-52,226.42,13,2943.46
20080123,BK-R79Y-42,543.54,22,11957.88
20080124,BK-R89B-58,920.46,6,5522.76
20080127,BK-M38S-38,338.82,9,3049.38
20080127,BK-M68S-42,711.78,23,16370.939999999999
20080127,BK-R79Y-48,592.77,4,2371.08
20080127,BK-T79U-50,685.87,23,15775.01
20080129,BK-R19B-58,252.01,25,6300.25
20080130,BK-M68S-46,750.19,27,20255.13
20080130,BK-R19B-48,186.21,2,372.42
20080130,BK-R79Y-48,592.81,25,14820.249999999998
20080130,BK-R89B-44,1010.8,24,24259.199999999997
20080130,BK-R89B-58,918.88,3,2756.64
20080201,BK-M68B-42,742.38,3,2227.14
20080201,BK-R19B-44,202.94,15,3044.1
20080202,BK-M18B-40,206.1,24,4946.4
20080202,BK-M18B-42,158.42,33,5227.86
20080202,BK-M18B-44,204.47,21,4293.87
20080202,BK-M18B-48,174.22,29,5052.38
20080202,BK-M18B-52,203.8,23,4687.400000000001
20080202,BK-M18S-42,64.57,33,2130.81
20080202,BK-M18S-44,83.14,33,2743.62
20080202,BK-M18S-48,72.83,20,1456.6
20080202,BK-M18S-52,64.77,44,2849.8799999999997
20080202,BK-M38S-38,335.13,32,10724.16
20080202,BK-M38S-40,263.97,62,16366.140000000001
20080202,BK-M38S-42,317.81,50,15890.5
20080202,BK-M38S-46,301.41,30,9042.300000000001
20080202,BK-M68B-38,702.38,92,64618.96
20080202,BK-M68B-42,743.94,90,66954.6
20080202,BK-M68B-46,637.48,77,49085.96
20080202,BK-M68S-38,729.34,83,60535.22
20080202,BK-M68S-42,720.21,81,58337.01
20080202,BK-M68S-46,749.43,52,38970.36
20080202,BK-R19B-44,201.94,54,10904.76
20080202,BK-R19B-48,185.41,110,20395.1
20080202,BK-R19B-52,229.14,80,18331.199999999997
20080202,BK-R19B-58,253.73,39,9895.47
20080202,BK-R64Y-38,419.4,86,36068.4
20080202,BK-R64Y-40,491.69,54,26551.26
20080202,BK-R64Y-42,580.15,60,34809.0
20080202,BK-R64Y-44,459.26,36,16533.36
20080202,BK-R64Y-48,414.06,75,31054.5
20080202,BK-R79Y-40,700.82,109,76389.38
20080202,BK-R79Y-42,549.15,39,21416.85
20080202,BK-R79Y-44,751.05,52,39054.6
20080202,BK-R79Y-48,596.13,93,55440.09
20080202,BK-R89B-44,1019.42,48,48932.159999999996
20080202,BK-R89B-48,908.12,73,66292.76
20080202,BK-R89B-52,934.98,50,46749.0
20080202,BK-R89B-58,921.07,53,48816.71
20080202,BK-R89R-58,1052.31,36,37883.159999999996
20080202,BK-T18U-44,192.68,31,5973.08
20080202,BK-T18U-50,168.2,52,8746.4
20080202,BK-T18U-54,171.36,36,6168.960000000001
20080202,BK-T18U-58,193.94,43,8339.42
20080202,BK-T18U-62,204.33,14,2860.6200000000003
20080202,BK-T18Y-44,166.0,63,10458.0
20080202,BK-T18Y-50,185.77,28,5201.56
20080202,BK-T18Y-54,167.25,51,8529.75
20080202,BK-T18Y-58,163.74,7,1146.18
20080202,BK-T18Y-62,165.38,25,4134.5
20080202,BK-T44U-46,411.91,51,21007.41
20080202,BK-T44U-54,361.64,82,29654.48
20080202,BK-T44U-60,387.1,39,15096.900000000001
20080202,BK-T79U-46,811.69,64,51948.16
20080202,BK-T79U-50,685.85,17,11659.45
20080202,BK-T79U-60,680.09,85,57807.65
20080202,BK-T79Y-46,468.45,52,24359.399999999998
20080202,BK-T79Y-50,650.77,39,25380.03
20080202,BK-T79Y-54,645.76,23,14852.48
20080202,BK-T79Y-60,481.7,79,38054.299999999996
20080202,FR-M21B-42,70.73,77,5446.21
20080202,FR-M63S-42,119.31,13,1551.03
20080202,FR-M94B-38,409.25,47,19234.75
20080202,FR-R72Y-48,243.3,131,31872.300000000003
20080202,FR-T67U-50,108.09,115,12430.35
20080202,FR-T98U-60,345.44,139,48016.159999999996
20080205,BK-M18S-40,79.28,16,1268.48
20080206,BK-T79U-54,701.53,23,16135.189999999999
20080207,BK-R64Y-44,462.48,6,2774.88
20080207,BK-R79Y-42,550.79,9,4957.11
20080208,BK-M68S-46,747.84,23,17200.32
20080209,BK-M68B-38,711.13,15,10666.95
20080209,BK-R19B-58,252.43,25,6310.75
20080212,BK-T79U-46,806.79,10,8067.9
20080213,BK-M68S-38,739.52,13,9613.76
20080214,BK-R64Y-40,497.66,7,3483.6200000000003
20080214,BK-R79Y-42,542.85,11,5971.35
20080214,BK-T18Y-50,184.7,4,738.8
20080214,BK-T79U-50,693.47,21,14562.87
20080215,BK-T18U-54,170.17,16,2722.72
20080216,BK-M68B-42,737.31,6,4423.86
20080216,BK-R19B-52,232.66,24,5583.84
20080216,BK-T79Y-46,470.82,5,2354.1
20080216,BK-T79Y-54,644.06,22,14169.32
20080219,BK-T18Y-62,166.59,8,1332.72
20080220,BK-M68B-38,720.68,17,12251.56
20080220,BK-M68B-42,742.92,8,5943.36
20080220,BK-R89R-58,1068.03,13,13884.39
20080221,BK-M68S-42,732.86,23,16855.78
20080221,BK-R79Y-40,705.25,16,11284.0
20080222,BK-M68B-46,636.78,28,17829.84
20080223,BK-R64Y-44,457.47,10,4574.700000000001
20080223,BK-T44U-50,375.96,22,8271.119999999999
20080224,BK-R19B-44,201.68,8,1613.44
20080224,BK-R19B-48,184.06,11,2024.66
20080224,BK-T79Y-50,654.12,19,12428.28
20080225,BK-M68S-38,737.49,12,8849.880000000001
20080225,BK-M68S-46,756.59,19,14375.210000000001
20080225,BK-T79Y-46,465.57,8,3724.56
20080228,BK-M68B-38,724.97,22,15949.34
20080228,BK-M68B-42,746.68,8,5973.44
20080229,BK-T79U-46,818.78,11,9006.58
20080301,BK-R64Y-40,497.47,14,6964.58
20080301,BK-R79Y-42,541.5,20,10830.0
20080302,BK-M18B-40,210.41,15,3156.15
20080302,BK-M18B-42,161.77,11,1779.47
20080302,BK-M18B-44,202.07,28,5657.96
20080302,BK-M18B-48,174.94,30,5248.2
20080302,BK-M18B-52,201.1,38,7641.8
20080302,BK-M18S-40,79.55,25,1988.75
20080302,BK-M18S-42,65.41,12,784.92
20080302,BK-M18S-48,72.96,13,948.4799999999999
20080302,BK-M18S-52,65.32,29,1894.2799999999997
20080302,BK-M38S-38,341.92,24,8206.08
20080302,BK-M38S-40,267.76,20,5355.2
20080302,BK-M38S-42,319.85,10,3198.5
20080302,BK-M38S-46,300.1,26,7802.6
20080302,BK-M68B-38,724.67,114,82612.37999999999
20080302,BK-M68B-42,745.1,82,61098.200000000004
20080302,BK-M68B-46,642.26,54,34682.04
20080302,BK-M68S-38,735.2,66,48523.200000000004
20080302,BK-M68S-42,735.47,48,35302.56
20080302,BK-M68S-46,759.22,42,31887.24
20080302,BK-R19B-44,202.46,15,3036.9
20080302,BK-R19B-48,184.26,120,22111.199999999997
20080302,BK-R19B-52,229.85,60,13791.0
20080302,BK-R19B-58,256.3,41,10508.300000000001
20080302,BK-R64Y-38,421.78,61,25728.579999999998
20080302,BK-R64Y-40,499.51,31,15484.81
20080302,BK-R64Y-42,596.19,38,22655.22
20080302,BK-R64Y-44,456.37,24,10952.880000000001
20080302,BK-R64Y-48,416.84,42,17507.28
20080302,BK-R79Y-40,709.17,96,68080.31999999999
20080302,BK-R79Y-42,539.71,64,34541.44
20080302,BK-R79Y-44,747.36,35,26157.600000000002
20080302,BK-R79Y-48,605.89,115,69677.34999999999
20080302,BK-R89B-44,1016.15,67,68082.05
20080302,BK-R89B-48,912.27,32,29192.64
20080302,BK-R89B-52,946.64,18,17039.52
20080302,BK-R89B-58,935.98,26,24335.48
20080302,BK-R89R-58,1079.72,21,22674.12
20080302,BK-T18U-44,204.09,33,6734.97
20080302,BK-T18U-50,165.18,65,10736.7
20080302,BK-T18U-54,170.47,66,11251.02
20080302,BK-T18U-58,195.3,38,7421.400000000001
20080302,BK-T18U-62,202.19,49,9907.31
20080302,BK-T18Y-44,164.64,83,13665.119999999999
20080302,BK-T18Y-50,181.76,63,11450.88
20080302,BK-T18Y-54,167.35,28,4685.8
20080302,BK-T18Y-58,164.55,39,6417.450000000001
20080302,BK-T18Y-62,165.31,102,16861.62
20080302,BK-T44U-46,415.03,45,18676.35
20080302,BK-T44U-50,378.1,19,7183.900000000001
20080302,BK-T44U-54,369.24,66,24369.84
20080302,BK-T44U-60,380.46,82,31197.719999999998
20080302,BK-T79U-46,823.29,80,65863.2
20080302,BK-T79U-50,713.04,52,37078.08
20080302,BK-T79U-54,694.41,21,14582.609999999999
20080302,BK-T79U-60,686.41,79,54226.39
20080302,BK-T79Y-46,462.9,92,42586.799999999996
20080302,BK-T79Y-50,651.1,46,29950.600000000002
20080302,BK-T79Y-54,652.58,23,15009.34
20080302,BK-T79Y-60,473.15,99,46841.85
20080302,FR-M21B-44,75.46,73,5508.58
20080302,FR-M21S-40,94.41,88,8308.08
20080302,FR-M21S-42,77.12,139,10719.68
20080302,FR-M63S-40,119.16,123,14656.68
20080302,FR-M63S-42,119.73,106,12691.380000000001
20080302,FR-M94S-38,432.59,86,37202.74
20080302,FR-R38B-52,154.56,126,19474.56
20080302,FR-R72Y-44,190.96,78,14894.880000000001
20080302,FR-T98Y-60,284.39,81,23035.59
20080303,BK-R19B-58,255.22,18,4593.96
20080305,BK-M38S-38,340.89,8,2727.12
20080306,BK-M68S-46,766.53,18,13797.539999999999
20080307,BK-M68S-42,735.24,24,17645.760000000002
20080307,BK-R19B-52,230.0,26,5980.0
20080307,BK-R79Y-48,607.58,22,13366.76
20080308,BK-R19B-44,203.27,23,4675.21
20080308,BK-T79U-54,689.62,3,2068.86
20080308,BK-T79Y-54,660.71,8,5285.68
20080309,BK-M18S-48,72.83,6,436.98
20080310,BK-M68S-38,728.36,15,10925.4
20080310,BK-R89R-58,1089.33,19,20697.269999999997
20080311,BK-R64Y-48,418.79,5,2093.9500000000003
20080312,BK-T79U-60,692.74,6,4156.4400000000005
20080313,BK-M38S-42,321.57,12,3858.84
20080313,BK-R64Y-44,462.87,12,5554.4400000000005
20080313,BK-T79U-54,683.83,25,17095.75
20080315,BK-M18S-44,84.18,5,420.90000000000003
20080315,BK-T44U-54,365.55,25,9138.75
20080317,BK-M68B-46,641.89,3,1925.67
20080318,BK-M38S-40,271.38,10,2713.8
20080319,BK-M68S-46,767.0,25,19175.0
20080320,BK-M18B-40,212.45,6,1274.6999999999998
20080320,BK-M68B-46,640.61,8,5124.88
20080320,BK-T79U-60,688.49,18,12392.82
20080320,BK-T79Y-50,660.69,13,8588.970000000001
20080321,BK-M68B-42,741.64,27,20024.28
20080321,BK-M68S-38,737.19,10,7371.900000000001
20080321,BK-R79Y-40,713.1,17,12122.7
20080321,BK-R79Y-44,741.78,25,18544.5
20080321,BK-R89B-48,923.66,12,11083.92
20080322,BK-R19B-48,185.39,22,4078.58
20080322,BK-R19B-58,259.99,5,1299.95
20080323,BK-R64Y-48,421.92,13,5484.96
20080324,BK-M38S-38,336.09,8,2688.72
20080325,BK-R19B-52,235.64,6,1413.84
20080327,BK-M38S-46,295.25,12,3543.0
20080327,BK-M68B-38,728.59,23,16757.57
20080327,BK-T79Y-54,653.1,14,9143.4
20080328,BK-M68B-46,634.53,20,12690.599999999999
20080329,BK-R64Y-40,513.84,8,4110.72
20080329,BK-T44U-60,387.56,23,8913.88
20080330,BK-R19B-44,202.79,7,1419.53
20080330,BK-R19B-52,238.29,9,2144.61
20080331,BK-M68S-38,734.8,23,16900.399999999998
20080401,BK-R19B-58,256.26,4,1025.04
20080402,BK-M18B-40,210.03,36,7561.08
20080402,BK-M18B-42,160.05,30,4801.5
20080402,BK-M18B-44,199.51,17,3391.67
20080402,BK-M18B-48,177.82,40,7112.799999999999
20080402,BK-M18B-52,197.09,17,3350.53
20080402,BK-M18S-40,79.91,16,1278.56
20080402,BK-M18S-42,65.11,38,2474.18
20080402,BK-M18S-44,85.61,25,2140.25
20080402,BK-M18S-48,74.3,18,1337.3999999999999
20080402,BK-M18S-52,65.06,28,1821.68
20080402,BK-M38S-38,335.63,44,14767.72
20080402,BK-M38S-40,269.8,45,12141.0
20080402,BK-M38S-42,321.87,33,10621.710000000001
20080402,BK-M38S-46,294.35,30,8830.5
20080402,BK-M68B-38,736.7,67,49358.9
20080402,BK-M68B-42,740.79,74,54818.46
20080402,BK-M68B-46,635.74,47,29879.78
20080402,BK-M68S-38,736.05,50,36802.5
20080402,BK-M68S-42,739.73,75,55479.75
20080402,BK-M68S-46,773.13,43,33244.59
20080402,BK-R19B-44,201.88,16,3230.08
20080402,BK-R19B-48,184.13,102,18781.26
20080402,BK-R19B-52,240.36,85,20430.600000000002
20080402,BK-R19B-58,256.36,45,11536.2
20080402,BK-R64Y-38,424.86,54,22942.440000000002
20080402,BK-R64Y-40,515.23,39,20093.97
20080402,BK-R64Y-42,591.61,50,29580.5
20080402,BK-R64Y-44,456.85,31,14162.35
20080402,BK-R64Y-48,421.91,66,27846.06
20080402,BK-R79Y-40,712.64,107,76252.48
20080402,BK-R79Y-42,540.1,53,28625.300000000003
20080402,BK-R79Y-48,617.86,106,65493.16
20080402,BK-R89B-44,1058.52,53,56101.56
20080402,BK-R89B-48,923.51,45,41557.95
20080402,BK-R89B-52,949.27,23,21833.21
20080402,BK-R89B-58,943.95,28,26430.600000000002
20080402,BK-R89R-58,1084.43,17,18435.31
20080402,BK-T18U-50,165.75,64,10608.0
20080402,BK-T18U-54,169.26,37,6262.62
20080402,BK-T18U-58,199.09,12,2389.08
20080402,BK-T18Y-44,163.47,41,6702.2699999999995
20080402,BK-T18Y-50,181.66,39,7084.74
20080402,BK-T18Y-54,168.78,33,5569.74
20080402,BK-T18Y-58,162.35,24,3896.3999999999996
20080402,BK-T18Y-62,167.21,34,5685.14
20080402,BK-T44U-46,414.96,30,12448.8
20080402,BK-T44U-50,371.86,16,5949.76
20080402,BK-T44U-54,363.65,44,16000.599999999999
20080402,BK-T44U-60,387.98,33,12803.34
20080402,BK-T79U-46,808.8,54,43675.2
20080402,BK-T79U-50,690.54,44,30383.76
20080402,BK-T79U-60,671.25,75,50343.75
20080402,BK-T79Y-46,460.45,44,20259.8
20080402,BK-T79Y-50,658.28,28,18431.84
20080402,BK-T79Y-54,658.93,9,5930.37
20080402,BK-T79Y-60,463.34,65,30117.1
20080402,FR-R38B-58,123.54,32,3953.28
20080402,FR-R92R-44,500.51,55,27528.05
20080402,FR-T67Y-44,109.11,85,9274.35
20080402,FR-T67Y-62,115.72,13,1504.36
20080404,BK-R79Y-42,539.45,19,10249.550000000001
20080406,BK-T79U-54,686.59,20,13731.800000000001
20080407,BK-R79Y-44,747.97,18,13463.460000000001
20080409,BK-M68B-46,633.25,10,6332.5
20080409,BK-T79Y-54,652.69,8,5221.52
20080410,BK-R19B-44,201.33,8,1610.64
20080410,BK-R19B-52,243.82,18,4388.76
20080410,BK-R79Y-40,713.34,19,13553.460000000001
20080410,BK-R89B-52,943.84,15,14157.6
20080413,BK-M68S-46,784.14,15,11762.1
20080414,BK-T18U-62,202.16,17,3436.72
20080415,BK-R19B-48,182.7,2,365.4
20080415,BK-T44U-50,374.65,9,3371.85
20080416,BK-M68B-46,636.15,19,12086.85
20080416,BK-M68S-38,723.9,18,13030.199999999999
20080416,BK-R64Y-40,525.29,4,2101.16
20080417,BK-R19B-58,258.69,6,1552.1399999999999
20080417,BK-T79U-46,810.54,22,17831.879999999997
20080418,BK-R19B-44,201.35,17,3422.95
20080418,BK-R19B-48,182.88,12,2194.56
20080419,BK-R64Y-40,524.76,27,14168.52
20080420,BK-M68B-38,736.21,26,19141.46
20080420,BK-M68B-42,718.12,19,13644.28
20080420,BK-T18U-58,197.77,5,988.85
20080421,BK-R79Y-48,620.36,16,9925.76
20080422,BK-T18U-44,199.41,3,598.23
20080423,BK-T79Y-46,452.19,16,7235.04
20080424,BK-R19B-58,259.93,15,3898.9500000000003
20080425,BK-R79Y-42,541.03,23,12443.689999999999
20080426,BK-M68S-38,726.11,11,7987.21
20080426,BK-R19B-48,184.45,23,4242.349999999999
20080426,BK-R19B-52,240.31,27,6488.37
20080426,BK-R64Y-42,591.74,8,4733.92
20080426,BK-T79Y-50,650.55,23,14962.65
20080426,BK-T79Y-54,656.75,14,9194.5
20080428,BK-M68S-42,740.84,21,15557.640000000001
20080430,BK-M68S-46,781.88,18,14073.84
20080501,BK-M18B-44,196.48,10,1964.8
20080501,BK-M68S-38,727.24,27,19635.48
20080501,BK-R64Y-44,442.37,14,6193.18
20080501,BK-R64Y-48,413.47,4,1653.88
20080501,BK-R89B-48,915.7,16,14651.2
20080502,BK-M18B-40,206.87,9,1861.83
20080502,BK-M18B-42,157.95,24,3790.7999999999997
20080502,BK-M18B-44,195.78,9,1762.02
20080502,BK-M18B-48,177.76,45,7999.2
20080502,BK-M18B-52,197.54,32,6321.28
20080502,BK-M18S-40,80.26,49,3932.7400000000002
20080502,BK-M18S-42,66.05,36,2377.7999999999997
20080502,BK-M18S-44,86.96,53,4608.88
20080502,BK-M18S-48,72.99,63,4598.37
20080502,BK-M18S-52,64.98,42,2729.1600000000003
20080502,BK-M38S-38,334.82,30,10044.6
20080502,BK-M38S-40,273.46,74,20236.039999999997
20080502,BK-M38S-42,322.2,15,4833.0
20080502,BK-M38S-46,292.5,34,9945.0
20080502,BK-M68B-38,730.65,136,99368.4
20080502,BK-M68B-42,721.4,84,60597.6
20080502,BK-M68B-46,649.48,68,44164.64
20080502,BK-M68S-38,729.35,82,59806.700000000004
20080502,BK-M68S-42,747.15,84,62760.6
20080502,BK-M68S-46,780.47,73,56974.310000000005
20080502,BK-R19B-44,201.49,60,12089.400000000001
20080502,BK-R19B-48,185.26,105,19452.3
20080502,BK-R19B-52,240.74,97,23351.780000000002
20080502,BK-R19B-58,259.15,50,12957.499999999998
20080502,BK-R64Y-38,426.01,75,31950.75
20080502,BK-R64Y-40,523.15,62,32435.3
20080502,BK-R64Y-42,591.3,58,34295.399999999994
20080502,BK-R64Y-44,440.2,48,21129.6
20080502,BK-R64Y-48,414.79,71,29450.09
20080502,BK-R79Y-40,716.0,126,90216.0
20080502,BK-R79Y-42,542.91,61,33117.509999999995
20080502,BK-R79Y-44,712.7,55,39198.5
20080502,BK-R79Y-48,617.0,140,86380.0
20080502,BK-R89B-44,1054.58,57,60111.06
20080502,BK-R89B-48,914.69,37,33843.53
20080502,BK-R89B-52,955.76,43,41097.68
20080502,BK-R89B-58,957.89,29,27778.81
20080502,BK-R89R-58,1059.6,50,52979.99999999999
20080502,BK-T18U-44,198.81,27,5367.87
20080502,BK-T18U-50,165.68,73,12094.640000000001
20080502,BK-T18U-54,165.74,72,11933.28
20080502,BK-T18U-58,195.81,48,9398.880000000001
20080502,BK-T18Y-44,159.68,78,12455.04
20080502,BK-T18Y-50,175.78,49,8613.22
20080502,BK-T18Y-54,165.95,34,5642.299999999999
20080502,BK-T18Y-58,162.88,21,3420.48
20080502,BK-T18Y-62,171.13,81,13861.529999999999
20080502,BK-T44U-46,411.64,38,15642.32
20080502,BK-T44U-50,382.36,40,15294.400000000001
20080502,BK-T44U-54,368.74,83,30605.420000000002
20080502,BK-T44U-60,391.45,88,34447.6
20080502,BK-T79U-46,820.67,73,59908.909999999996
20080502,BK-T79U-50,692.46,57,39470.22
20080502,BK-T79U-60,656.78,104,68305.12
